date,synth
2024-01-01 00:00:00,-0.8334878752855861
2024-01-01 01:00:00,-0.7687834313713492
2024-01-01 02:00:00,-0.7153348016312409
2024-01-01 03:00:00,-0.654231318356183
2024-01-01 04:00:00,-0.642902719276506
2024-01-01 05:00:00,-0.6514399377795674
2024-01-01 06:00:00,-0.7263973800528292
2024-01-01 07:00:00,-0.7526036537571597
2024-01-01 08:00:00,-0.7847266586249894
2024-01-01 09:00:00,-0.8237915154262407
2024-01-01 10:00:00,-0.9098833981922909
2024-01-01 11:00:00,-0.9688896352555691
2024-01-01 12:00:00,-1.0634085037698355
2024-01-01 13:00:00,-1.1758847939829065
2024-01-01 14:00:00,-1.2748205136311184
2024-01-01 15:00:00,-1.3921545326489153
2024-01-01 16:00:00,-1.4874883543041084
2024-01-01 17:00:00,-1.5485508173817801
2024-01-01 18:00:00,-1.5935163469324836
2024-01-01 19:00:00,-1.5854919590695997
2024-01-01 20:00:00,-1.5323265269600905
2024-01-01 21:00:00,-1.4340950125268896
2024-01-01 22:00:00,-1.31315432461344
2024-01-01 23:00:00,-1.216269265413317
2024-01-02 00:00:00,-1.1028019503452988
2024-01-02 01:00:00,-1.0129914199995425
2024-01-02 02:00:00,-0.9661840085969504
2024-01-02 03:00:00,-0.9491989414655295
2024-01-02 04:00:00,-0.911610386755986
2024-01-02 05:00:00,-0.9253038741360909
2024-01-02 06:00:00,-0.9711135651857995
2024-01-02 07:00:00,-1.0261878519174132
2024-01-02 08:00:00,-1.066882585379997
2024-01-02 09:00:00,-1.100758457836878
2024-01-02 10:00:00,-1.162927094712909
2024-01-02 11:00:00,-1.219703045578807
2024-01-02 12:00:00,-1.2921557836873667
2024-01-02 13:00:00,-1.416194276838343
2024-01-02 14:00:00,-1.505932116417482
2024-01-02 15:00:00,-1.6231147919655438
2024-01-02 16:00:00,-1.6955514186853962
2024-01-02 17:00:00,-1.751249753960178
2024-01-02 18:00:00,-1.7776892613381015
2024-01-02 19:00:00,-1.7337274539190128
2024-01-02 20:00:00,-1.666473423722272
2024-01-02 21:00:00,-1.564621888033537
2024-01-02 22:00:00,-1.443112388691044
2024-01-02 23:00:00,-1.343769685489328
2024-01-03 00:00:00,-1.222156350998512
2024-01-03 01:00:00,-1.0967435972826793
2024-01-03 02:00:00,-1.009102076940135
2024-01-03 03:00:00,-0.9611524448897864
2024-01-03 04:00:00,-0.9434962377170214
2024-01-03 05:00:00,-0.9614931325732112
2024-01-03 06:00:00,-0.9668316531333517
2024-01-03 07:00:00,-0.983931886304078
2024-01-03 08:00:00,-1.0167847553194775
2024-01-03 09:00:00,-1.0455107583787413
2024-01-03 10:00:00,-1.06844959859857
2024-01-03 11:00:00,-1.102758991378396
2024-01-03 12:00:00,-1.168394155954767
2024-01-03 13:00:00,-1.223211320123182
2024-01-03 14:00:00,-1.301663450285115
2024-01-03 15:00:00,-1.3845201557660862
2024-01-03 16:00:00,-1.4787949390264177
2024-01-03 17:00:00,-1.524014045067816
2024-01-03 18:00:00,-1.5065860373357571
2024-01-03 19:00:00,-1.4929338626966522
2024-01-03 20:00:00,-1.4296273018609391
2024-01-03 21:00:00,-1.3209171791120802
2024-01-03 22:00:00,-1.2118624778535143
2024-01-03 23:00:00,-1.0958532100134672
2024-01-04 00:00:00,-0.9850825411484947
2024-01-04 01:00:00,-0.8851609980633468
2024-01-04 02:00:00,-0.8036071769103529
2024-01-04 03:00:00,-0.7280797768388074
2024-01-04 04:00:00,-0.7002155193453137
2024-01-04 05:00:00,-0.6795911388377969
2024-01-04 06:00:00,-0.6758841331456374
2024-01-04 07:00:00,-0.6849780622919908
2024-01-04 08:00:00,-0.7145138080745813
2024-01-04 09:00:00,-0.7367685187501241
2024-01-04 10:00:00,-0.7885615208793751
2024-01-04 11:00:00,-0.8418024448438994
2024-01-04 12:00:00,-0.8878847218947261
2024-01-04 13:00:00,-0.9787839776008804
2024-01-04 14:00:00,-1.0785413137550082
2024-01-04 15:00:00,-1.1504028937503568
2024-01-04 16:00:00,-1.211120710352664
2024-01-04 17:00:00,-1.2352855970456946
2024-01-04 18:00:00,-1.2353921236559613
2024-01-04 19:00:00,-1.239555728834412
2024-01-04 20:00:00,-1.1467366920675393
2024-01-04 21:00:00,-1.0523899776738468
2024-01-04 22:00:00,-0.9544401795558237
2024-01-04 23:00:00,-0.8108926141912127
2024-01-05 00:00:00,-0.6781046398016028
2024-01-05 01:00:00,-0.6000522539516973
2024-01-05 02:00:00,-0.48863467523252385
2024-01-05 03:00:00,-0.42380568705368576
2024-01-05 04:00:00,-0.3911128772842912
2024-01-05 05:00:00,-0.37021693669333827
2024-01-05 06:00:00,-0.35446441865375633
2024-01-05 07:00:00,-0.3467369120616216
2024-01-05 08:00:00,-0.38530424143135283
2024-01-05 09:00:00,-0.4021173775506281
2024-01-05 10:00:00,-0.4458761019279668
2024-01-05 11:00:00,-0.49504838925035616
2024-01-05 12:00:00,-0.528922160747987
2024-01-05 13:00:00,-0.607022236252222
2024-01-05 14:00:00,-0.6924038826415313
2024-01-05 15:00:00,-0.7691929918123466
2024-01-05 16:00:00,-0.7984564513823408
2024-01-05 17:00:00,-0.8478450369886559
2024-01-05 18:00:00,-0.8716972969263055
2024-01-05 19:00:00,-0.8505757997067602
2024-01-05 20:00:00,-0.7834558751707177
2024-01-05 21:00:00,-0.6585739449258594
2024-01-05 22:00:00,-0.5425830450269
2024-01-05 23:00:00,-0.4307953806198608
2024-01-06 00:00:00,-0.29103576346602833
2024-01-06 01:00:00,-0.1754163281839059
2024-01-06 02:00:00,-0.07919877224913296
2024-01-06 03:00:00,-0.023225683268204123
2024-01-06 04:00:00,0.022959056005104728
2024-01-06 05:00:00,0.03859380576642779
2024-01-06 06:00:00,0.029765382806229312
2024-01-06 07:00:00,0.009428204765071002
2024-01-06 08:00:00,-0.04144097462856278
2024-01-06 09:00:00,-0.052353084751375345
2024-01-06 10:00:00,-0.11025557905961147
2024-01-06 11:00:00,-0.1777280522007526
2024-01-06 12:00:00,-0.23520746608096788
2024-01-06 13:00:00,-0.3333956626922868
2024-01-06 14:00:00,-0.419224143307781
2024-01-06 15:00:00,-0.49238403142673437
2024-01-06 16:00:00,-0.5777453045137452
2024-01-06 17:00:00,-0.6537465435164438
2024-01-06 18:00:00,-0.6687201829337897
2024-01-06 19:00:00,-0.66544326024402
2024-01-06 20:00:00,-0.5813069302480073
2024-01-06 21:00:00,-0.4606155728009981
2024-01-06 22:00:00,-0.4081677995974957
2024-01-06 23:00:00,-0.2836723402893427
2024-01-07 00:00:00,-0.18732905238897962
2024-01-07 01:00:00,-0.0820003526803208
2024-01-07 02:00:00,-0.0049403794506550636
2024-01-07 03:00:00,0.03764893973690875
2024-01-07 04:00:00,0.0704168163837704
2024-01-07 05:00:00,0.057739866495044256
2024-01-07 06:00:00,0.023928613848932523
2024-01-07 07:00:00,-0.017393732150484842
2024-01-07 08:00:00,-0.05421286414141718
2024-01-07 09:00:00,-0.1125841204115785
2024-01-07 10:00:00,-0.1874178121222873
2024-01-07 11:00:00,-0.2402744865041166
2024-01-07 12:00:00,-0.3247922649942481
2024-01-07 13:00:00,-0.4357582832057674
2024-01-07 14:00:00,-0.5457317865895406
2024-01-07 15:00:00,-0.6244516839362897
2024-01-07 16:00:00,-0.7257221247733973
2024-01-07 17:00:00,-0.7803444347901447
2024-01-07 18:00:00,-0.8045990915242573
2024-01-07 19:00:00,-0.7978918062504117
2024-01-07 20:00:00,-0.7374306462597544
2024-01-07 21:00:00,-0.671953953027528
2024-01-07 22:00:00,-0.5781033246104044
2024-01-07 23:00:00,-0.4626488181033685
2024-01-08 00:00:00,-0.3600392150865577
2024-01-08 01:00:00,-0.27337150193914017
2024-01-08 02:00:00,-0.22084757627659024
2024-01-08 03:00:00,-0.17386110379963565
2024-01-08 04:00:00,-0.1764798450273864
2024-01-08 05:00:00,-0.19731441988627108
2024-01-08 06:00:00,-0.24079427040046514
2024-01-08 07:00:00,-0.260107815396819
2024-01-08 08:00:00,-0.2806248799976437
2024-01-08 09:00:00,-0.31104641842767977
2024-01-08 10:00:00,-0.41641183117655867
2024-01-08 11:00:00,-0.48422336943750066
2024-01-08 12:00:00,-0.5369197824670034
2024-01-08 13:00:00,-0.62428435499796
2024-01-08 14:00:00,-0.7192437022096351
2024-01-08 15:00:00,-0.8065116864565576
2024-01-08 16:00:00,-0.8967459877718522
2024-01-08 17:00:00,-0.9682710346285952
2024-01-08 18:00:00,-0.9877841248268122
2024-01-08 19:00:00,-0.9573678587004086
2024-01-08 20:00:00,-0.9184109260863697
2024-01-08 21:00:00,-0.8337805908131378
2024-01-08 22:00:00,-0.7181462182665671
2024-01-08 23:00:00,-0.6262738600194194
2024-01-09 00:00:00,-0.530881150720092
2024-01-09 01:00:00,-0.4502397712473955
2024-01-09 02:00:00,-0.39988177539361497
2024-01-09 03:00:00,-0.3780311611379206
2024-01-09 04:00:00,-0.38294422869875344
2024-01-09 05:00:00,-0.3895096146490826
2024-01-09 06:00:00,-0.41002888403069865
2024-01-09 07:00:00,-0.4595079002265148
2024-01-09 08:00:00,-0.5099015138539121
2024-01-09 09:00:00,-0.562532616875792
2024-01-09 10:00:00,-0.5967392672899352
2024-01-09 11:00:00,-0.6363545635874874
2024-01-09 12:00:00,-0.7013246920991185
2024-01-09 13:00:00,-0.7764978506942484
2024-01-09 14:00:00,-0.8687637147948747
2024-01-09 15:00:00,-0.972411388943726
2024-01-09 16:00:00,-1.0641258016017563
2024-01-09 17:00:00,-1.122985850671922
2024-01-09 18:00:00,-1.1010340958538158
2024-01-09 19:00:00,-1.0795013528206177
2024-01-09 20:00:00,-1.0450229617922326
2024-01-09 21:00:00,-0.9610222383616076
2024-01-09 22:00:00,-0.8302633062089271
2024-01-09 23:00:00,-0.7078211840616524
2024-01-10 00:00:00,-0.5757522813875515
2024-01-10 01:00:00,-0.4944056638169956
2024-01-10 02:00:00,-0.3969075688767603
2024-01-10 03:00:00,-0.33893989019299353
2024-01-10 04:00:00,-0.3365947638353021
2024-01-10 05:00:00,-0.35370132175651126
2024-01-10 06:00:00,-0.3489361059224191
2024-01-10 07:00:00,-0.3650233168539066
2024-01-10 08:00:00,-0.38937478416783944
2024-01-10 09:00:00,-0.4112949449039851
2024-01-10 10:00:00,-0.45477406643836293
2024-01-10 11:00:00,-0.5041167941103859
2024-01-10 12:00:00,-0.5590676180372333
2024-01-10 13:00:00,-0.6366951561264302
2024-01-10 14:00:00,-0.689402173078176
2024-01-10 15:00:00,-0.781776787834417
2024-01-10 16:00:00,-0.8512992507348539
2024-01-10 17:00:00,-0.8928487595457142
2024-01-10 18:00:00,-0.9338967671715708
2024-01-10 19:00:00,-0.9115157712555392
2024-01-10 20:00:00,-0.8350566150063259
2024-01-10 21:00:00,-0.7479359271972568
2024-01-10 22:00:00,-0.6428289853482629
2024-01-10 23:00:00,-0.5394521599030728
2024-01-11 00:00:00,-0.4049240004562019
2024-01-11 01:00:00,-0.28931180679968505
2024-01-11 02:00:00,-0.2259683503734094
2024-01-11 03:00:00,-0.14766577869851916
2024-01-11 04:00:00,-0.11174627709389168
2024-01-11 05:00:00,-0.07796170625713728
2024-01-11 06:00:00,-0.08474341089953169
2024-01-11 07:00:00,-0.08493032808763712
2024-01-11 08:00:00,-0.08537901512827745
2024-01-11 09:00:00,-0.12552533541035027
2024-01-11 10:00:00,-0.1465062658190976
