time_step,synth_actual,synth_pred
0,0.19300445914268494,
1,1.6997032165527344,
2,1.2860174179077148,
3,1.35696542263031,
4,0.6258887052536011,
5,-0.8176544308662415,
6,-1.8988873958587646,
7,-0.966644823551178,
8,0.17969965934753418,
9,-0.8820528984069824,
10,-0.9720332622528076,
11,-0.2225857377052307,
12,-0.6292160153388977,
13,-1.9222869873046875,
14,-1.1957435607910156,
15,-0.8784965872764587,
16,-0.7907311916351318,
17,-1.3100100755691528,
18,-0.15980637073516846,
19,-0.06313236802816391,
20,0.06027797609567642,
21,1.4157990217208862,
22,-0.2807207405567169,
23,0.524514377117157,
24,0.21225225925445557,
25,1.086984634399414,
26,0.7556133270263672,
27,0.1093590185046196,
28,0.6776769161224365,
29,1.7861086130142212,
30,0.04455403611063957,
31,0.7010174989700317,
32,-0.41469308733940125,
33,-1.0674798488616943,
34,-0.9468869566917419,
35,0.2720986604690552,
36,-0.619300365447998,
37,-0.13441142439842224,
38,-0.7977558374404907,
39,-0.6580823659896851,
40,0.11225878447294235,
41,-0.33953264355659485,
42,0.20702753961086273,
43,-0.08421850949525833,
44,0.012892832048237324,
45,0.08693160116672516,
46,0.7260361313819885,
47,1.0671645402908325,
48,0.4407566785812378,
49,2.330091953277588,
50,1.0794882774353027,
51,2.703188180923462,
52,0.10056071728467941,
53,1.3784414529800415,
54,-0.28577920794487,
55,0.5734400749206543,
56,0.9417601227760315,
57,0.6387343406677246,
58,-0.8605970740318298,
59,-0.8653890490531921,
60,-0.036525655537843704,
61,0.2124911993741989,
62,-0.8219872713088989,
63,-0.03839157521724701,
64,0.9532341361045837,
65,0.6990055441856384,
66,0.41943371295928955,
67,0.4256940484046936,
68,1.4469887018203735,
69,1.0310723781585693,
70,1.555425763130188,
71,0.2932751476764679,
72,1.1868805885314941,
73,1.8956217765808105,
74,0.9734600782394409,
75,1.2036755084991455,
76,-0.47938552498817444,
77,1.3728688955307007,
78,0.56370609998703,
79,0.21934755146503448,
80,-0.772104024887085,
81,-0.16339530050754547,
82,-0.11663369089365005,
83,-0.41342076659202576,
84,-2.140272617340088,
85,0.5989920496940613,
86,0.24417325854301453,
87,-0.8888055682182312,
88,-2.045745611190796,
89,0.9251466989517212,
90,0.7184304594993591,
91,0.6296075582504272,
92,0.6611589193344116,
93,1.1152411699295044,
94,0.5668082237243652,
95,0.6654136776924133,
96,1.5341657400131226,
97,0.5811831951141357,
98,1.3156071901321411,
99,0.4890420138835907,
100,0.8857895731925964,
101,-0.7723202705383301,
102,-0.5183048844337463,
103,-0.0028530303388834,
104,-0.3797774314880371,
105,-0.4423694610595703,
106,-0.7589247226715088,
107,-1.0280345678329468,
108,-0.29180267453193665,
109,-2.247586488723755,
110,-1.4960988759994507,
111,-1.1596873998641968,
112,-0.5200828909873962,
113,0.3276478350162506,
114,0.335675984621048,
115,0.030008573085069656,
116,0.7318113446235657,
117,1.4645079374313354,
118,0.6387009024620056,
119,1.014723300933838,
120,-0.17239134013652802,
121,0.1635846495628357,
122,1.3311011791229248,
123,0.041246701031923294,
124,0.35249602794647217,
125,1.0174866914749146,
126,-0.5015462636947632,
127,0.4941658675670624,
128,0.0894470065832138,
129,-0.12608234584331512,
130,-1.3893619775772095,
131,-1.11062753200531,
132,-1.8018991947174072,
133,-2.571772575378418,
134,-1.3503347635269165,
135,-1.0922231674194336,
136,1.1910103559494019,
137,-0.6794843673706055,
138,-0.7337017059326172,
139,0.3308667540550232,
140,-0.29687437415122986,
141,1.6603822708129883,
142,0.030980786308646202,
143,-0.3571239411830902,
144,0.3456054627895355,
145,0.5403545498847961,
146,1.4627764225006104,
147,0.12719902396202087,
148,0.46425968408584595,
149,-0.36786627769470215,
150,0.21048879623413086,
151,-0.009163289330899715,
152,-0.8017451167106628,
153,-1.8056741952896118,
154,0.241994246840477,
155,-0.09955483675003052,
156,-1.0836124420166016,
157,-0.3928464949131012,
158,-0.7531554102897644,
159,-2.2723464965820312,
160,0.14472539722919464,
161,-0.0979330837726593,
162,0.3643818199634552,
163,0.15596318244934082,
164,0.5136844515800476,
165,0.9744848012924194,
166,0.8003427982330322,
167,0.8615031838417053,
168,-0.07369943708181381,
169,1.267786979675293,
170,1.7869981527328491,
171,1.8723394870758057,
172,1.2830328941345215,
173,0.009185043163597584,
174,-0.19829384982585907,
175,0.7714831233024597,
176,0.13865745067596436,
177,0.6230191588401794,
178,-2.398022174835205,
179,-0.41159766912460327,
180,-0.663740873336792,
181,-0.8337783217430115,
182,-1.7998111248016357,
183,-1.320494294166565,
184,0.18650996685028076,
185,-1.0594640970230103,
186,-1.6393754482269287,
187,-0.12495025247335434,
188,0.6721420288085938,
189,-0.3202284872531891,
190,0.2118365466594696,
191,0.16961421072483063,
192,0.456615686416626,
193,0.1256059855222702,
194,0.056164517998695374,
195,-0.6247885823249817,
196,-0.15245622396469116,
197,0.3426762819290161,
198,1.6890922784805298,
199,-0.23047800362110138,
200,-1.0285205841064453,
201,0.252372682094574,
202,-0.291715532541275,
203,-0.0036362134851515293,
204,-1.6883349418640137,
205,-2.31498122215271,
206,-0.08404725790023804,
207,-0.018698811531066895,
208,-0.45974576473236084,
209,-0.8731860518455505,
210,-0.6468360424041748,
211,-0.5864001512527466,
212,0.35057735443115234,
213,0.5120314955711365,
214,0.7567256093025208,
215,0.8863316178321838,
216,0.04492717608809471,
217,0.5718033313751221,
218,-1.159785509109497,
219,-0.7221354842185974,
220,-0.4863423705101013,
221,-0.5266283750534058,
222,1.1287797689437866,
223,-0.363101989030838,
224,0.29821351170539856,
225,-1.0626674890518188,
226,-0.8398241996765137,
227,-1.135606288909912,
228,-0.8613936305046082,
229,-1.8671441078186035,
230,-1.2926584482192993,
231,-1.0457463264465332,
232,-0.9365078806877136,
233,-0.41015028953552246,
234,-0.19379229843616486,
235,-1.4631088972091675,
236,1.277910828590393,
237,0.36479300260543823,
238,0.8324870467185974,
239,0.02564062364399433,
240,0.3625757098197937,
241,-0.8183842897415161,
242,0.6332094073295593,
243,1.270094633102417,
244,1.0167001485824585,
245,-0.28316670656204224,
246,-0.38721615076065063,
247,1.5845690965652466,
248,-1.3841440677642822,
249,-0.9177110195159912,
250,-0.8952728509902954,
251,-0.5759997963905334,
252,-1.4818153381347656,
253,-0.07144983857870102,
254,-1.596328616142273,
255,-0.7579139471054077,
256,-0.6740120053291321,
257,0.3149521052837372,
258,-0.5316711664199829,
259,-0.1525418758392334,
260,-1.174817681312561,
261,-0.05518733710050583,
262,0.7444053292274475,
263,0.8724217414855957,
264,0.2393653392791748,
265,-0.16661657392978668,
266,0.6841230392456055,
267,1.869246006011963,
268,0.33952638506889343,
269,0.2925885319709778,
270,-0.5076406598091125,
271,0.05915258824825287,
272,-1.0345064401626587,
273,-1.0405389070510864,
274,-0.33310768008232117,
275,-0.6885868906974792,
276,-1.036341667175293,
277,-0.9556915760040283,
278,0.013170311227440834,
279,-0.5735039710998535,
280,0.09814675897359848,
281,-1.159260869026184,
282,-0.13846419751644135,
283,0.8800724148750305,
284,1.8311971426010132,
285,1.2144676446914673,
286,0.07537437975406647,
287,0.20760922133922577,
288,2.465125799179077,
289,1.5839483737945557,
290,1.4948763847351074,
291,0.20663218200206757,
292,-0.6563855409622192,
293,-0.27783235907554626,
294,0.09116754680871964,
295,1.018765926361084,
296,0.8935797810554504,
297,0.7141989469528198,
298,0.44859787821769714,
299,-1.618416666984558,
300,-0.06045924499630928,
301,-1.0648877620697021,
302,-1.2849222421646118,
303,-0.9365240931510925,
304,-0.27303415536880493,
305,1.114978551864624,
306,0.6845681667327881,
307,0.4088336229324341,
308,0.5156143307685852,
309,1.3788095712661743,
310,1.3743805885314941,
311,0.9847744703292847,
312,1.8713124990463257,
313,1.3705612421035767,
314,1.2444411516189575,
315,0.3334434926509857,
316,1.7939385175704956,
317,0.5484670400619507,
318,-0.14672960340976715,
319,0.2310766726732254,
320,-0.7435823678970337,
321,-0.32747510075569153,
322,-1.046042561531067,
323,-1.3345075845718384,
324,0.17635934054851532,
325,-0.6928771734237671,
326,-0.8834140300750732,
327,0.10741008818149567,
328,-0.1606164276599884,
329,-0.4596918225288391,
330,0.47020280361175537,
331,-0.2335657924413681,
332,1.8882678747177124,
333,1.332455039024353,
334,1.4088857173919678,
335,1.8451741933822632,
336,1.6714212894439697,
337,1.9541990756988525,
338,1.7500879764556885,
339,1.6626079082489014,
340,0.4146033525466919,
341,0.9214767813682556,
342,0.7530946731567383,
343,1.000496745109558,
344,0.21311771869659424,
345,0.03837873041629791,
346,-0.09406854212284088,
347,0.043211303651332855,
348,-0.519832968711853,
349,-2.2029576301574707,
350,-0.018657241016626358,
351,-0.6875429749488831,
352,-0.9201664328575134,
353,0.23755165934562683,
354,-0.9150733351707458,
355,0.942995548248291,
356,1.0531032085418701,
357,0.6899927258491516,
358,1.9269602298736572,
359,1.0264288187026978,
360,1.1486165523529053,
361,1.8285192251205444,
362,0.9463012218475342,
363,1.2278785705566406,
364,2.289475917816162,
365,0.721453070640564,
366,-0.11698023229837418,
367,0.83758544921875,
368,-1.021470308303833,
369,0.2030547559261322,
370,-0.7500325441360474,
371,-1.9329310655593872,
372,-0.935454249382019,
373,-1.4007961750030518,
374,-1.494974136352539,
375,-0.14885441958904266,
376,-1.3797974586486816,
377,-0.23275354504585266,
378,-0.6653767824172974,
379,0.3724360764026642,
380,0.24707454442977905,
381,-0.14217546582221985,
382,0.3103783130645752,
383,1.111444115638733,
384,1.1042804718017578,
385,0.13129805028438568,
386,-0.2698754668235779,
387,0.64697265625,
388,0.13179531693458557,
389,0.03411364555358887,
390,-1.065670371055603,
391,-1.329171895980835,
392,-0.8214091658592224,
393,-0.4138377606868744,
394,-0.5849558711051941,
395,-2.3073408603668213,
396,-0.5670825839042664,
397,-1.9718893766403198,
398,-1.5442525148391724,
399,-1.7042920589447021,
400,-1.3817766904830933,
401,-1.3003015518188477,
402,-1.074823021888733,
403,0.1801256239414215,
404,-0.5037877559661865,
405,0.6656655669212341,
406,2.000688076019287,
407,0.0625360980629921,
408,-0.14778344333171844,
409,-0.31382548809051514,
410,0.8158599138259888,
411,-0.17471039295196533,
412,-0.27956822514533997,
413,-0.032175447791814804,
414,-1.2101209163665771,
415,-1.108192801475525,
416,-0.582322359085083,
417,-0.3193555176258087,
418,0.3185223937034607,
419,-0.9352872967720032,
420,-0.7186567187309265,
421,-3.177983522415161,
422,-1.5406429767608643,
423,-1.2672706842422485,
424,-1.7979198694229126,
425,-1.2989835739135742,
426,-0.7914352416992188,
427,-0.08691906929016113,
428,0.07285843044519424,
429,0.5587175488471985,
430,0.07888203114271164,
431,1.0706642866134644,
432,-0.5128678679466248,
433,0.621892511844635,
434,2.2344822883605957,
435,-0.5156197547912598,
436,1.310109257698059,
437,0.23832455277442932,
438,-0.32966962456703186,
439,-0.1770622581243515,
440,0.08549726009368896,
441,-3.0729877948760986,
442,-0.9366631507873535,
443,-1.946919560432434,
444,-1.578192114830017,
445,-1.182252287864685,
446,-0.7867854833602905,
447,-0.7099392414093018,
448,-2.1009020805358887,
449,0.20100755989551544,
450,0.5898361206054688,
451,0.6982809901237488,
452,-0.8817893266677856,
453,0.23549586534500122,
454,0.2654455006122589,
455,2.927647590637207,
456,1.3018224239349365,
457,1.2727839946746826,
458,0.9398781657218933,
459,1.1305328607559204,
460,0.1798209547996521,
461,1.6343361139297485,
462,1.1645742654800415,
463,-0.2949409782886505,
464,-0.3599112331867218,
465,-1.982983112335205,
466,-0.34643474221229553,
467,-0.1432274729013443,
468,-1.9697704315185547,
469,-0.5520445108413696,
470,-0.3568514883518219,
471,-1.344801902770996,
472,-0.8521509170532227,
473,-0.28250327706336975,
474,0.16801266372203827,
475,0.2672494649887085,
476,-0.6571136116981506,
477,0.8767151236534119,
478,1.4104349613189697,
479,1.372050404548645,
480,0.9821930527687073,
481,1.2478351593017578,
482,0.1543775498867035,
483,0.6694812774658203,
484,0.8692228198051453,
485,1.3991634845733643,
486,-0.4392063021659851,
487,-0.4434550404548645,
488,-0.3166109621524811,
489,-1.8118895292282104,
490,-0.7002100944519043,
491,-1.6042871475219727,
492,-1.3952614068984985,
493,-0.3136812150478363,
494,-1.3410160541534424,
495,-0.654094398021698,
496,-0.8762818574905396,
497,0.13107870519161224,
498,0.40548527240753174,
499,0.5495243668556213,
500,0.9388636946678162,
501,0.8988970518112183,
502,1.3101857900619507,
503,0.18432357907295227,
504,0.5335135459899902,
505,1.2098352909088135,
506,1.1243128776550293,
507,1.829094648361206,
508,0.5447095632553101,
509,0.23427510261535645,
510,0.5006438493728638,
511,-0.29193586111068726,
512,-1.0179898738861084,-0.16379132866859436
513,-0.6870512366294861,-0.40511059761047363
514,-0.6101672649383545,-0.5816856622695923
515,0.08301049470901489,-0.6640873551368713
516,-0.9683584570884705,-0.7425652146339417
517,-0.7370172142982483,-0.7504130005836487
518,-0.10205844789743423,-0.6758590340614319
519,-1.0668116807937622,-0.5816856622695923
520,0.6459275484085083,-0.3972628116607666
521,-0.17337438464164734,-0.26777443289756775
522,-0.6479642391204834,-0.02473844215273857
523,1.1163105964660645,0.12755756080150604
524,1.3746869564056396,0.38555335998535156
525,2.2858901023864746,0.5680142641067505
526,1.2454471588134766,0.7445893883705139
527,0.5718093514442444,0.9211644530296326
528,0.8512029051780701,0.9211644530296326
529,0.1804589480161667,0.9564794301986694
530,1.3922579288482666,0.8387627601623535
531,1.6818305253982544,0.7249699234962463
532,0.9455752968788147,0.564090371131897
533,0.4518478810787201,0.3934011459350586
534,-0.2820828855037689,0.1903398036956787
535,-0.09101038426160812,-0.07697524130344391
536,-0.9141120910644531,-0.2560027539730072
537,-0.1398535966873169,-0.5620661973953247
538,-0.6515263319015503,-0.6444679498672485
539,-0.9017914533615112,-0.7974996566772461
540,-1.4678165912628174,-0.781804084777832
541,-0.7152970433235168,-0.8759774565696716
542,-1.1353685855865479,-0.8799013495445251
543,-0.6642646193504333,-0.773956298828125
544,-0.06771883368492126,-0.5424467921257019
545,-0.9357823133468628,-0.4404256045818329
546,0.7858808636665344,-0.16379132866859436
547,1.2072780132293701,-0.004291294142603874
548,0.46509265899658203,0.17268230020999908
549,1.1317505836486816,0.46991702914237976
550,0.04486476629972458,0.6190248727798462
551,2.152897357940674,0.7131982445716858
552,0.4261685013771057,0.7681326866149902
553,0.8172144889831543,0.7053504586219788
554,1.174802541732788,0.6818071007728577
555,0.499487966299057,0.5326992869377136
556,-0.3517396152019501,0.44637367129325867
557,0.3402116596698761,0.24429330229759216
558,-0.4388467073440552,0.014561774209141731
559,-1.7140421867370605,-0.23638330399990082
560,-1.4629509449005127,-0.43650171160697937
561,-1.4764248132705688,-0.6170006990432739
562,-1.7755423784255981,-0.8249669075012207
563,-1.0717159509658813,-0.9112924933433533
564,-1.0111830234527588,-1.0054658651351929
565,-2.0751497745513916,-1.0682481527328491
566,-1.8247959613800049,-1.021161437034607
567,-1.5925204753875732,-0.8759774565696716
568,-0.5055432319641113,-0.7582607269287109
569,0.5237599611282349,-0.5620661973953247
570,0.1983776092529297,-0.2560027539730072
571,-1.2162184715270996,-0.0961042046546936
572,-0.09437847882509232,0.16973938047885895
573,-0.8751095533370972,0.35808613896369934
574,0.9858936071395874,0.467955082654953
575,1.3712091445922852,0.6582637429237366
576,1.3019179105758667,0.6818071007728577
577,0.28546085953712463,0.7171221375465393
578,1.5413355827331543,0.6504160165786743
579,-0.9650397896766663,0.4502975642681122
580,0.5010364055633545,0.4012489318847656
581,-0.1283937692642212,0.1579677164554596
582,-0.1383073776960373,-0.07403232157230377
583,-0.4993109107017517,-0.31486111879348755
584,-0.3257787525653839,-0.46985480189323425
585,-0.09590522944927216,-0.7307935357093811
586,-1.6823797225952148,-0.8524341583251953
587,-1.2601796388626099,-0.9701508283615112
