time_step,None_actual,None_pred
0,-0.20815326273441315,
1,-0.3849846124649048,
2,-0.48603108525276184,
3,-0.5365543365478516,
4,-0.5933929681777954,
5,-0.5807621479034424,
6,-0.5491851568222046,
7,-0.517608106136322,
8,-0.37866920232772827,
9,-0.17657622694969177,
10,-0.006060282699763775,
11,0.23392511904239655,
12,0.14550945162773132,
13,0.24655593931674957,
14,0.3286561965942383,
15,0.4865413308143616,
16,0.4233872890472412,
17,0.4865413308143616,
18,0.3854948580265045,
19,0.47391054034233093,
20,0.5054875612258911,
21,0.24024052917957306,
22,0.012885933741927147,
23,-0.056583527475595474,
24,-0.22078406810760498,
25,-0.3849846124649048,
26,-0.49234649538993835,
27,-0.5681313872337341,
28,-0.5933929681777954,
29,-0.5618159770965576,
30,-0.5555005669593811,
31,-0.49866190552711487,
32,-0.4607694745063782,
33,-0.2270994782447815,
34,-0.006060282699763775,
35,0.22760972380638123,
36,0.16445566713809967,
37,0.379179447889328,
38,0.4233872890472412,
39,0.3412870168685913,
40,0.3033945858478546,
41,0.5181183815002441,
42,0.5560107827186584,
43,0.6886343359947205,
44,0.3349716067314148,
45,0.20234809815883636,
46,-0.10079136490821838,
47,-0.16394542157649994,
48,-0.25236108899116516,
49,-0.29656893014907837,
50,-0.4607694745063782,
51,-0.49234649538993835,
52,-0.5744467973709106,
53,-0.5555005669593811,
54,-0.5744467973709106,
55,-0.5618159770965576,
56,-0.5239235162734985,
57,-0.37866920232772827,
58,-0.17026081681251526,
59,0.06340917944908142,
60,0.39181026816368103,
61,0.7138959169387817,
62,0.7770499587059021,
63,0.7265267372131348,
64,0.694949746131897,
65,0.5118029713630676,
66,0.4486488997936249,
67,0.3286561965942383,
68,0.16445566713809967,
69,0.012885933741927147,
70,-0.12605299055576324,
71,-0.24604569375514984,
72,-0.28393810987472534,
73,-0.3155151605606079,
74,-0.429192453622818,
75,-0.517608106136322,
76,-0.5491851568222046,
77,-0.5681313872337341,
78,-0.5933929681777954,
79,-0.5618159770965576,
80,-0.530238926410675,
81,-0.4607694745063782,
82,-0.3470921814441681,
83,-0.13236838579177856,
84,0.2149789035320282,
85,0.574957013130188,
86,2.0780234336853027,
87,3.8337061405181885,
88,0.5560107827186584,
89,0.379179447889328,
90,0.2655021548271179,
91,0.18971727788448334,
92,0.057093773037195206,
93,-0.07552973926067352,
94,-0.1828916370868683,
95,-0.2776227295398712,
96,-0.3407767713069916,
97,-0.429192453622818,
98,-0.5112926959991455,
99,-0.5491851568222046,
100,-0.5744467973709106,
101,-0.5933929681777954,
102,-0.5681313872337341,
103,-0.530238926410675,
104,-0.4228770434856415,
105,-0.20815326273441315,
106,-0.012375688180327415,
107,0.08235539495944977,
108,0.07603998482227325,
109,0.20866349339485168,
110,0.366548627614975,
111,0.36023321747779846,
112,0.3033945858478546,
113,0.30970999598503113,
114,0.35391783714294434,
115,0.4107564687728882,
116,0.4486488997936249,
117,0.15182484686374664,
118,-0.012375688180327415,
119,-0.11342217773199081,
120,-0.24604569375514984,
121,-0.3849846124649048,
122,-0.49866190552711487,
123,-0.5744467973709106,
124,-0.5807621479034424,
125,-0.5870775580406189,
126,-0.5555005669593811,
127,-0.5239235162734985,
128,-0.37866920232772827,
129,-0.1892070323228836,
130,0.006570528261363506,
131,0.12024782598018646,
132,0.06340917944908142,
133,0.1328786313533783,
134,0.32234078645706177,
135,0.3033945858478546,
136,0.2907637655735016,
137,0.3412870168685913,
138,0.4107564687728882,
139,0.48022592067718506,
140,0.44233348965644836,
141,0.20234809815883636,
142,-0.006060282699763775,
143,-0.07552973926067352,
144,-0.20815326273441315,
145,-0.3976154029369354,
146,-0.504977285861969,
147,-0.5365543365478516,
148,-0.5870775580406189,
149,-0.5807621479034424,
150,-0.530238926410675,
151,-0.5239235162734985,
152,-0.4355078637599945,
153,-0.21446865797042847,
154,0.10761701315641403,
155,0.18340188264846802,
156,0.18971727788448334,
157,0.15814025700092316,
158,0.1391940414905548,
159,0.379179447889328,
160,0.32234078645706177,
161,0.23392511904239655,
162,0.2907637655735016,
163,0.3728640377521515,
164,0.3854948580265045,
165,0.32234078645706177,
166,0.012885933741927147,
167,-0.05026812106370926,
168,-0.13236838579177856,
169,-0.35972297191619873,
170,-0.4607694745063782,
171,-0.5681313872337341,
172,-0.5744467973709106,
173,-0.5681313872337341,
174,-0.5491851568222046,
175,-0.5239235162734985,
176,-0.3976154029369354,
177,-0.17657622694969177,
178,0.044462960213422775,
179,0.24024052917957306,
180,0.170771062374115,
181,0.47391054034233093,
182,0.4612797200679779,
183,0.6065340638160706,
184,0.4107564687728882,
185,0.3412870168685913,
186,0.4170718789100647,
187,0.4865413308143616,
188,0.43601810932159424,
189,0.3033945858478546,
190,0.07603998482227325,
191,-0.03763730823993683,
192,-0.2270994782447815,
193,-0.3155151605606079,
194,-0.4734002947807312,
195,-0.517608106136322,
196,-0.5428697466850281,
197,-0.5807621479034424,
198,-0.5491851568222046,
199,-0.530238926410675,
200,-0.3913000226020813,
201,-0.1513146013021469,
202,0.006570528261363506,
203,0.10130161046981812,
204,0.1770864725112915,
205,0.4549643099308014,
206,0.5244337916374207,
207,0.5370645523071289,
208,0.43601810932159424,
209,0.48022592067718506,
210,0.5181183815002441,
211,0.5307492017745972,
212,0.4612797200679779,
213,0.39181026816368103,
214,0.006570528261363506,
215,-0.09447595477104187,
216,-0.21446865797042847,
217,-0.3028843402862549,
218,-0.40393081307411194,
219,-0.49234649538993835,
220,-0.5681313872337341,
221,-0.5428697466850281,
222,-0.5681313872337341,
223,-0.5555005669593811,
224,-0.49234649538993835,
225,-0.33446136116981506,
226,-0.17026081681251526,
227,0.057093773037195206,
228,0.39181026816368103,
229,0.6065340638160706,
230,0.7770499587059021,
231,0.7707346081733704,
232,0.7391575574874878,
233,0.5054875612258911,
234,0.3286561965942383,
235,0.15182484686374664,
236,0.2655021548271179,
237,0.03183215111494064,
238,-0.13868379592895508,
239,-0.2586764991283417,
240,-0.2586764991283417,
241,-0.29656893014907837,
242,-0.41024622321128845,
243,-0.4734002947807312,
244,-0.5491851568222046,
245,-0.5491851568222046,
246,-0.5618159770965576,
247,-0.5428697466850281,
248,-0.4734002947807312,
249,-0.3976154029369354,
250,-0.29025352001190186,
251,-0.1071067675948143,
252,0.16445566713809967,
253,0.48022592067718506,
254,0.5433799624443054,
255,0.5370645523071289,
256,0.600218653678894,
257,0.39812564849853516,
258,0.2655021548271179,
259,0.15182484686374664,
